case_id,start_time,end_time,estimated_budget,product_type,Activity,Resource,role
1178,2020-07-15T07:22:00,2020-07-15T07:56:00,25987.07, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1178,2020-07-15T08:45:00,2020-07-15T08:55:00,25987.07, Glass, Amend Production Plan,Hugh Collins,Production Engineer
1178,2020-08-14T12:41:00,2020-08-14T13:00:00,25987.07, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1178,2020-08-14T13:57:00,2020-08-14T14:04:00,25987.07, Glass, Amend Production Plan,Hugh Collins,Production Engineer
1178,2020-08-15T07:32:00,2020-08-15T07:52:00,25987.07, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1178,2020-08-15T08:49:00,2020-08-15T08:56:00,25987.07, Glass, Amend Production Plan,Nathanial Oliver,Production Engineer
1178,2020-09-10T22:12:00,2020-09-10T22:36:00,25987.07, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1178,2020-09-12T07:21:00,2020-09-12T21:01:00,25987.07, Glass, Prepare Quote,Alyvia Berger,Sales Engineer
1178,2020-09-25T18:50:00,2020-09-25T18:51:00,25987.07, Glass, Approve Quote,Aria Bonilla,Senior Sales Engineer
1178,2020-09-26T01:02:00,2020-09-26T10:23:00,25987.07, Glass, Amend Quote,Rayna Jackson,Sales Engineer
1178,2020-09-26T17:47:00,2020-09-26T17:48:00,25987.07, Glass, Approve Quote,Emilee Dorsey,Senior Sales Engineer
1178,2020-09-28T08:40:00,2020-09-28T08:40:00,25987.07, Glass, Submit Quote,Arturo Horton,Sales Rep
1179,2020-06-20T07:39:00,2020-06-20T08:27:00,3601.31, Aluminium and Glass, Create Request for Quote,Jaslene Bean,Sales Rep
1179,2020-06-21T04:29:00,2020-06-21T04:37:00,3601.31, Aluminium and Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
1179,2020-06-21T04:44:00,2020-06-21T04:47:00,3601.31, Aluminium and Glass, Prepare New Product Design,Korbin Miranda,Sales Engineer
1179,2020-06-27T16:19:00,2020-06-27T16:39:00,3601.31, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1179,2020-06-27T17:26:00,2020-06-27T17:39:00,3601.31, Aluminium and Glass, Amend Production Plan,Lexi Larsen,Production Engineer
1179,2020-08-24T03:41:00,2020-08-24T04:06:00,3601.31, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1179,2020-08-24T23:08:00,2020-08-25T04:08:00,3601.31, Aluminium and Glass, Prepare Quote,Alyvia Berger,Sales Engineer
1179,2020-09-18T06:51:00,2020-09-18T06:52:00,3601.31, Aluminium and Glass, Approve Quote,Emilee Dorsey,Senior Sales Engineer
1179,2020-09-28T17:42:00,2020-09-28T17:42:00,3601.31, Aluminium and Glass, Submit Quote,Mariam Tate,Sales Rep
118,2020-01-15T10:31:00,2020-01-15T11:16:00,802.39, Aluminium, Create Request for Quote,Morgan Roach,Sales Rep
118,2020-01-15T21:33:00,2020-01-15T21:40:00,802.39, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
118,2020-01-15T21:45:00,2020-01-15T21:47:00,802.39, Aluminium, Prepare New Product Design,Korbin Miranda,Sales Engineer
118,2020-01-16T03:12:00,2020-01-16T03:46:00,802.39, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
118,2020-01-17T06:37:00,2020-01-17T16:00:00,802.39, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
118,2020-01-21T18:45:00,2020-01-21T18:46:00,802.39, Aluminium, Approve Quote,Dallas Melendez,Senior Sales Engineer
118,2020-01-25T10:53:00,2020-01-25T10:53:00,802.39, Aluminium, Submit Quote,Arturo Horton,Sales Rep
1182,2020-06-20T18:44:00,2020-06-20T18:54:00,1802.33, Aluminium, Create Request for Quote,Aria Bonilla,Sales Rep
1182,2020-06-20T22:51:00,2020-06-20T22:59:00,1802.33, Aluminium, Customize Existing Product Design,Roland Salazar,Sales Engineer
1182,2020-06-28T23:27:00,2020-06-28T23:58:00,1802.33, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1184,2020-06-21T01:29:00,2020-06-21T01:42:00,35.44, Glass, Create Request for Quote,Jaylen Gardner,Sales Rep
1184,2020-06-21T13:47:00,2020-06-21T13:52:00,35.44, Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
1184,2020-06-21T13:58:00,2020-06-21T14:00:00,35.44, Glass, Prepare New Product Design,Sonny Todd,Sales Engineer
1184,2020-06-21T20:08:00,2020-06-21T20:26:00,35.44, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1184,2020-06-21T21:06:00,2020-06-21T21:19:00,35.44, Glass, Amend Production Plan,Roland Salazar,Production Engineer
1184,2020-06-22T12:53:00,2020-06-22T13:19:00,35.44, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1184,2020-06-22T14:08:00,2020-06-22T14:19:00,35.44, Glass, Amend Production Plan,Matilda Escobar,Production Engineer
1184,2020-07-11T20:17:00,2020-07-11T20:50:00,35.44, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1184,2020-07-12T12:49:00,2020-07-12T13:13:00,35.44, Glass, Request Customer Info,Brynn Warren,Sales Rep
1184,2020-08-13T18:31:00,2020-08-13T18:56:00,35.44, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1184,2020-08-13T19:51:00,2020-08-13T20:02:00,35.44, Glass, Amend Production Plan,Rachael Tanner,Production Engineer
1184,2020-08-20T18:14:00,2020-08-20T18:38:00,35.44, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1184,2020-08-23T07:18:00,2020-08-23T15:04:00,35.44, Glass, Prepare Quote,Rayna Jackson,Sales Engineer
1184,2020-09-09T09:26:00,2020-09-09T09:27:00,35.44, Glass, Approve Quote,Matilda Escobar,Senior Sales Engineer
1184,2020-09-11T17:36:00,2020-09-11T17:36:00,35.44, Glass, Submit Quote,Arturo Horton,Sales Rep
1187,2020-06-21T05:10:00,2020-06-21T05:51:00,9654.05, Glass, Create Request for Quote,Bailee Barr,Sales Rep
1187,2020-06-22T03:22:00,2020-06-22T03:27:00,9654.05, Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
1187,2020-06-22T03:33:00,2020-06-22T03:36:00,9654.05, Glass, Prepare New Product Design,Brynn Warren,Sales Engineer
1187,2020-06-28T14:15:00,2020-06-28T14:33:00,9654.05, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
119,2020-01-15T21:34:00,2020-01-15T22:05:00,7505.87, Aluminium, Create Request for Quote,Jaslene Bean,Sales Rep
119,2020-01-16T12:19:00,2020-01-16T12:25:00,7505.87, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
119,2020-01-16T12:33:00,2020-01-16T12:36:00,7505.87, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
119,2020-01-17T02:33:00,2020-01-17T02:39:00,7505.87, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1191,2020-06-21T14:52:00,2020-06-21T15:35:00,5916.63, Aluminium, Create Request for Quote,Jaylen Gardner,Sales Rep
1191,2020-06-22T15:34:00,2020-06-22T15:39:00,5916.63, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
1191,2020-06-22T15:46:00,2020-06-22T15:48:00,5916.63, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
1191,2020-07-02T07:20:00,2020-07-02T07:41:00,5916.63, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1191,2020-07-02T08:31:00,2020-07-02T08:36:00,5916.63, Aluminium, Amend Production Plan,Rachael Tanner,Production Engineer
1191,2020-07-05T18:59:00,2020-07-05T19:19:00,5916.63, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1191,2020-07-05T20:04:00,2020-07-05T20:13:00,5916.63, Aluminium, Amend Production Plan,Rachael Tanner,Production Engineer
1191,2020-08-28T07:26:00,2020-08-28T07:46:00,5916.63, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1191,2020-08-29T20:05:00,2020-08-30T01:04:00,5916.63, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
1191,2020-09-05T22:27:00,2020-09-05T22:28:00,5916.63, Aluminium, Approve Quote,Nathanial Oliver,Senior Sales Engineer
1191,2020-09-18T00:09:00,2020-09-18T00:09:00,5916.63, Aluminium, Submit Quote,Kamila Leblanc,Sales Rep
1192,2020-06-21T14:56:00,2020-06-21T15:26:00,17283.47, Aluminium, Create Request for Quote,Nathanial Oliver,Sales Rep
1192,2020-06-22T11:14:00,2020-06-22T11:18:00,17283.47, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
1192,2020-06-22T23:01:00,2020-06-22T23:25:00,17283.47, Aluminium, Amend Request for Quote,Lexi Larsen,Sales Rep
1192,2020-06-23T23:46:00,2020-06-23T23:54:00,17283.47, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
1197,2020-06-21T21:55:00,2020-06-21T22:29:00,6401.34, Glass, Create Request for Quote,Aria Bonilla,Sales Rep
1197,2020-06-22T11:29:00,2020-06-22T11:33:00,6401.34, Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
1198,2020-06-22T00:53:00,2020-06-22T01:02:00,4070.9, Glass, Create Request for Quote,Mitchell Mckay,Sales Rep
1198,2020-06-22T07:40:00,2020-06-22T07:51:00,4070.9, Glass, Customize Existing Product Design,Mitchell Mckay,Sales Engineer
1198,2020-07-27T04:21:00,2020-07-27T04:48:00,4070.9, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1198,2020-07-27T05:35:00,2020-07-27T05:49:00,4070.9, Glass, Amend Production Plan,Emilee Dorsey,Production Engineer
1198,2020-07-27T23:06:00,2020-07-27T23:29:00,4070.9, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1198,2020-07-28T00:11:00,2020-07-28T00:25:00,4070.9, Glass, Amend Production Plan,Nathanial Oliver,Production Engineer
1198,2020-07-29T21:53:00,2020-07-29T22:14:00,4070.9, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1198,2020-07-29T22:59:00,2020-07-29T23:07:00,4070.9, Glass, Amend Production Plan,Matilda Escobar,Production Engineer
1198,2020-08-23T05:36:00,2020-08-23T05:55:00,4070.9, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
1198,2020-08-25T01:40:00,2020-08-25T12:51:00,4070.9, Glass, Prepare Quote,Karter Chapman,Sales Engineer
1198,2020-09-14T00:47:00,2020-09-14T00:48:00,4070.9, Glass, Approve Quote,Aria Bonilla,Senior Sales Engineer
1198,2020-09-15T02:09:00,2020-09-15T02:09:00,4070.9, Glass, Submit Quote,Giuliana Cantrell,Sales Rep
12,2020-01-02T05:31:00,2020-01-02T05:41:00,20582.41, Aluminium and Glass, Create Request for Quote,Bailee Barr,Sales Rep
12,2020-01-02T23:35:00,2020-01-02T23:41:00,20582.41, Aluminium and Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
12,2020-01-03T11:31:00,2020-01-03T11:57:00,20582.41, Aluminium and Glass, Amend Request for Quote,Mitchell Mckay,Sales Rep
12,2020-01-03T17:18:00,2020-01-03T17:28:00,20582.41, Aluminium and Glass, Customize Existing Product Design,Morgan Roach,Sales Engineer
12,2020-01-03T18:32:00,2020-01-03T18:36:00,20582.41, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
12,2020-01-03T19:22:00,2020-01-03T19:27:00,20582.41, Aluminium and Glass, Amend Production Plan,Mitchell Mckay,Production Engineer
12,2020-01-03T20:24:00,2020-01-03T20:46:00,20582.41, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
12,2020-01-03T21:35:00,2020-01-03T21:40:00,20582.41, Aluminium and Glass, Amend Production Plan,Mitchell Mckay,Production Engineer
12,2020-01-03T22:41:00,2020-01-03T22:52:00,20582.41, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
12,2020-01-03T23:40:00,2020-01-03T23:54:00,20582.41, Aluminium and Glass, Amend Production Plan,Mitchell Mckay,Production Engineer
12,2020-01-04T00:45:00,2020-01-04T01:35:00,20582.41, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
12,2020-01-06T00:30:00,2020-01-06T05:00:00,20582.41, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
12,2020-01-08T20:16:00,2020-01-08T20:17:00,20582.41, Aluminium and Glass, Approve Quote,Jaylen Gardner,Senior Sales Engineer
12,2020-01-10T01:16:00,2020-01-10T01:16:00,20582.41, Aluminium and Glass, Submit Quote,Mariam Tate,Sales Rep
120,2020-01-16T01:28:00,2020-01-16T02:08:00,16810.98, Aluminium, Create Request for Quote,Nathanial Oliver,Sales Rep
120,2020-01-17T02:05:00,2020-01-17T02:11:00,16810.98, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
120,2020-01-17T02:18:00,2020-01-17T02:19:00,16810.98, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
120,2020-01-17T03:11:00,2020-01-17T03:44:00,16810.98, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
120,2020-01-17T04:44:00,2020-01-17T04:58:00,16810.98, Aluminium, Amend Production Plan,Rachael Tanner,Production Engineer
120,2020-01-17T08:20:00,2020-01-17T08:50:00,16810.98, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
120,2020-01-17T09:32:00,2020-01-17T09:40:00,16810.98, Aluminium, Amend Production Plan,Morgan Roach,Production Engineer
120,2020-01-21T04:10:00,2020-01-21T04:42:00,16810.98, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
120,2020-01-22T22:04:00,2020-01-23T05:40:00,16810.98, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
120,2020-01-26T20:15:00,2020-01-26T20:16:00,16810.98, Aluminium, Approve Quote,Morgan Roach,Senior Sales Engineer
120,2020-01-27T21:49:00,2020-01-27T21:49:00,16810.98, Aluminium, Submit Quote,Arturo Horton,Sales Rep
1212,2020-06-24T01:09:00,2020-06-24T01:40:00,7264.2, Aluminium, Create Request for Quote,Hugh Collins,Sales Rep
1212,2020-06-24T18:06:00,2020-06-24T18:14:00,7264.2, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
1212,2020-06-24T18:22:00,2020-06-24T18:23:00,7264.2, Aluminium, Prepare New Product Design,Brynn Warren,Sales Engineer
1212,2020-06-28T15:51:00,2020-06-28T16:09:00,7264.2, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1212,2020-06-28T16:59:00,2020-06-28T17:13:00,7264.2, Aluminium, Amend Production Plan,Rachael Tanner,Production Engineer
1212,2020-06-29T06:06:00,2020-06-29T06:30:00,7264.2, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1212,2020-06-29T22:40:00,2020-06-29T22:56:00,7264.2, Aluminium, Request Customer Info,Brynn Warren,Sales Rep
1212,2020-07-08T17:39:00,2020-07-08T18:09:00,7264.2, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1212,2020-07-08T19:03:00,2020-07-08T19:09:00,7264.2, Aluminium, Amend Production Plan,Bailee Barr,Production Engineer
1212,2020-07-21T21:34:00,2020-07-21T21:44:00,7264.2, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1212,2020-07-21T22:33:00,2020-07-21T22:39:00,7264.2, Aluminium, Amend Production Plan,Morgan Roach,Production Engineer
1212,2020-08-20T04:40:00,2020-08-20T05:16:00,7264.2, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1214,2020-06-24T04:14:00,2020-06-24T04:32:00,34810.25, Aluminium and Glass, Create Request for Quote,Hugh Collins,Sales Rep
1214,2020-06-24T17:44:00,2020-06-24T17:52:00,34810.25, Aluminium and Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
1214,2020-06-24T17:59:00,2020-06-24T18:01:00,34810.25, Aluminium and Glass, Prepare New Product Design,Korbin Miranda,Sales Engineer
1214,2020-08-25T21:32:00,2020-08-25T22:00:00,34810.25, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1214,2020-08-25T22:51:00,2020-08-25T23:02:00,34810.25, Aluminium and Glass, Amend Production Plan,Jaylen Gardner,Production Engineer
1214,2020-09-20T08:25:00,2020-09-20T08:48:00,34810.25, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1215,2020-06-24T07:49:00,2020-06-24T08:14:00,7775.09, Aluminium, Create Request for Quote,Jaylen Gardner,Sales Rep
1215,2020-06-24T09:24:00,2020-06-24T09:37:00,7775.09, Aluminium, Customize Existing Product Design,Emilee Dorsey,Sales Engineer
1215,2020-08-08T04:58:00,2020-08-08T05:25:00,7775.09, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1215,2020-08-08T06:22:00,2020-08-08T06:32:00,7775.09, Aluminium, Amend Production Plan,Hugh Collins,Production Engineer
1215,2020-08-14T02:40:00,2020-08-14T03:12:00,7775.09, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1215,2020-08-14T03:55:00,2020-08-14T04:07:00,7775.09, Aluminium, Amend Production Plan,Emilee Dorsey,Production Engineer
1215,2020-08-24T22:11:00,2020-08-24T22:26:00,7775.09, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1215,2020-08-25T14:28:00,2020-08-25T14:41:00,7775.09, Aluminium, Request Customer Info,Sonny Todd,Sales Rep
1215,2020-08-29T13:48:00,2020-08-29T14:07:00,7775.09, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1215,2020-09-01T00:42:00,2020-09-01T08:18:00,7775.09, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
1215,2020-09-11T17:37:00,2020-09-11T17:38:00,7775.09, Aluminium, Approve Quote,Matilda Escobar,Senior Sales Engineer
1215,2020-09-16T02:54:00,2020-09-16T02:54:00,7775.09, Aluminium, Submit Quote,Giuliana Cantrell,Sales Rep
122,2020-01-16T11:29:00,2020-01-16T11:54:00,3971.08, Aluminium, Create Request for Quote,Morgan Roach,Sales Rep
122,2020-01-16T12:52:00,2020-01-16T12:59:00,3971.08, Aluminium, Customize Existing Product Design,Aria Bonilla,Sales Engineer
122,2020-01-16T23:22:00,2020-01-17T00:08:00,3971.08, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
122,2020-01-17T01:02:00,2020-01-17T01:09:00,3971.08, Aluminium, Amend Production Plan,Rachael Tanner,Production Engineer
122,2020-01-17T02:22:00,2020-01-17T02:39:00,3971.08, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
122,2020-01-17T03:23:00,2020-01-17T03:31:00,3971.08, Aluminium, Amend Production Plan,Emilee Dorsey,Production Engineer
122,2020-01-17T04:46:00,2020-01-17T05:20:00,3971.08, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
122,2020-01-17T06:05:00,2020-01-17T06:11:00,3971.08, Aluminium, Amend Production Plan,Nathanial Oliver,Production Engineer
122,2020-01-19T19:52:00,2020-01-19T20:13:00,3971.08, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
122,2020-01-22T03:46:00,2020-01-22T16:24:00,3971.08, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
122,2020-01-25T20:54:00,2020-01-25T23:54:00,3971.08, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
122,2020-01-26T03:45:00,2020-01-26T03:46:00,3971.08, Aluminium, Approve Quote,Jaslene Bean,Senior Sales Engineer
122,2020-01-27T07:55:00,2020-01-27T07:55:00,3971.08, Aluminium, Submit Quote,Arturo Horton,Sales Rep
1220,2020-06-25T03:56:00,2020-06-25T04:36:00,4021.82, Glass, Create Request for Quote,Hugh Collins,Sales Rep
1220,2020-06-25T08:58:00,2020-06-25T09:13:00,4021.82, Glass, Customize Existing Product Design,Matilda Escobar,Sales Engineer
1220,2020-06-28T16:48:00,2020-06-28T17:15:00,4021.82, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1220,2020-06-28T18:00:00,2020-06-28T18:06:00,4021.82, Glass, Amend Production Plan,Bailee Barr,Production Engineer
1220,2020-07-11T03:31:00,2020-07-11T03:46:00,4021.82, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1220,2020-07-11T04:30:00,2020-07-11T04:43:00,4021.82, Glass, Amend Production Plan,Dallas Melendez,Production Engineer
1220,2020-07-13T16:54:00,2020-07-13T17:22:00,4021.82, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1220,2020-07-14T09:14:00,2020-07-14T09:30:00,4021.82, Glass, Request Customer Info,Sonny Todd,Sales Rep
1220,2020-08-14T10:42:00,2020-08-14T11:24:00,4021.82, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
1220,2020-08-14T12:17:00,2020-08-14T12:24:00,4021.82, Glass, Amend Production Plan,Aria Bonilla,Production Engineer
1220,2020-09-07T14:00:00,2020-09-07T14:13:00,4021.82, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1220,2020-09-08T06:18:00,2020-09-08T06:43:00,4021.82, Glass, Request Customer Info,Brynn Warren,Sales Rep
1220,2020-09-10T09:10:00,2020-09-10T09:36:00,4021.82, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1220,2020-09-11T03:29:00,2020-09-11T17:55:00,4021.82, Glass, Prepare Quote,Alyvia Berger,Sales Engineer
1220,2020-09-20T05:36:00,2020-09-20T05:37:00,4021.82, Glass, Approve Quote,Morgan Roach,Senior Sales Engineer
1220,2020-09-26T10:10:00,2020-09-26T10:10:00,4021.82, Glass, Submit Quote,Katelyn Pitts,Sales Rep
1225,2020-06-25T17:07:00,2020-06-25T17:52:00,14386.22, Aluminium, Create Request for Quote,Bailee Barr,Sales Rep
1225,2020-06-26T17:12:00,2020-06-26T17:20:00,14386.22, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
1225,2020-06-26T17:25:00,2020-06-26T17:27:00,14386.22, Aluminium, Prepare New Product Design,Korbin Miranda,Sales Engineer
1225,2020-07-01T15:39:00,2020-07-01T16:12:00,14386.22, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1225,2020-07-01T16:57:00,2020-07-01T17:07:00,14386.22, Aluminium, Amend Production Plan,Aria Bonilla,Production Engineer
1225,2020-07-05T15:44:00,2020-07-05T16:07:00,14386.22, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1225,2020-07-05T17:05:00,2020-07-05T17:19:00,14386.22, Aluminium, Amend Production Plan,Lexi Larsen,Production Engineer
1225,2020-07-08T18:02:00,2020-07-08T18:29:00,14386.22, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1225,2020-07-08T19:24:00,2020-07-08T19:36:00,14386.22, Aluminium, Amend Production Plan,Nathanial Oliver,Production Engineer
1225,2020-08-09T06:06:00,2020-08-09T06:41:00,14386.22, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1225,2020-08-09T07:32:00,2020-08-09T07:45:00,14386.22, Aluminium, Amend Production Plan,Jaylen Gardner,Production Engineer
1225,2020-09-01T16:00:00,2020-09-01T16:32:00,14386.22, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1225,2020-09-02T20:38:00,2020-09-03T07:05:00,14386.22, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
1225,2020-09-23T15:51:00,2020-09-23T15:52:00,14386.22, Aluminium, Approve Quote,Jaslene Bean,Senior Sales Engineer
1225,2020-09-27T17:27:00,2020-09-27T17:27:00,14386.22, Aluminium, Submit Quote,Giuliana Cantrell,Sales Rep
1227,2020-06-26T16:35:00,2020-06-26T16:55:00,893.06, Aluminium, Create Request for Quote,Roland Salazar,Sales Rep
1227,2020-06-27T04:45:00,2020-06-27T04:52:00,893.06, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
1227,2020-06-27T04:59:00,2020-06-27T05:01:00,893.06, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
1227,2020-06-28T17:31:00,2020-06-28T17:45:00,893.06, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1227,2020-06-28T18:32:00,2020-06-28T18:44:00,893.06, Aluminium, Amend Production Plan,Nathanial Oliver,Production Engineer
1227,2020-09-11T09:51:00,2020-09-11T10:14:00,893.06, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1227,2020-09-13T18:03:00,2020-09-14T01:27:00,893.06, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
1227,2020-09-19T06:53:00,2020-09-19T06:54:00,893.06, Aluminium, Approve Quote,Lexi Larsen,Senior Sales Engineer
1227,2020-09-22T21:37:00,2020-09-22T21:37:00,893.06, Aluminium, Submit Quote,Giuliana Cantrell,Sales Rep
123,2020-01-16T16:19:00,2020-01-16T16:24:00,577.42, Aluminium, Create Request for Quote,Matilda Escobar,Sales Rep
123,2020-01-16T23:08:00,2020-01-16T23:18:00,577.42, Aluminium, Customize Existing Product Design,Emilee Dorsey,Sales Engineer
123,2020-01-17T00:08:00,2020-01-17T00:28:00,577.42, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
123,2020-01-19T17:20:00,2020-01-19T23:39:00,577.42, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
123,2020-01-25T06:32:00,2020-01-25T06:33:00,577.42, Aluminium, Approve Quote,Rachael Tanner,Senior Sales Engineer
123,2020-01-26T12:52:00,2020-01-26T12:52:00,577.42, Aluminium, Submit Quote,Arturo Horton,Sales Rep
124,2020-01-16T16:38:00,2020-01-16T17:09:00,11974.17, Aluminium, Create Request for Quote,Rachael Tanner,Sales Rep
124,2020-01-17T08:31:00,2020-01-17T08:36:00,11974.17, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
124,2020-01-17T08:40:00,2020-01-17T08:41:00,11974.17, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
124,2020-01-23T08:35:00,2020-01-23T09:04:00,11974.17, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
124,2020-01-23T09:48:00,2020-01-23T10:01:00,11974.17, Aluminium, Amend Production Plan,Aria Bonilla,Production Engineer
124,2020-01-24T05:07:00,2020-01-24T05:13:00,11974.17, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
124,2020-01-25T08:25:00,2020-01-25T22:17:00,11974.17, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
124,2020-01-28T23:13:00,2020-01-28T23:14:00,11974.17, Aluminium, Approve Quote,Aria Bonilla,Senior Sales Engineer
124,2020-01-29T08:32:00,2020-01-29T17:39:00,11974.17, Aluminium, Amend Quote,Karter Chapman,Sales Engineer
124,2020-01-30T01:33:00,2020-01-30T01:34:00,11974.17, Aluminium, Approve Quote,Bailee Barr,Senior Sales Engineer
124,2020-01-31T19:08:00,2020-01-31T19:08:00,11974.17, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
1242,2020-06-28T19:16:00,2020-06-28T19:39:00,13644.68, Aluminium, Create Request for Quote,Mitchell Mckay,Sales Rep
1242,2020-06-29T12:18:00,2020-06-29T12:23:00,13644.68, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
125,2020-01-16T19:50:00,2020-01-16T20:16:00,22927.46, Aluminium and Wood, Create Request for Quote,Jaylen Gardner,Sales Rep
125,2020-01-17T01:31:00,2020-01-17T01:39:00,22927.46, Aluminium and Wood, Customize Existing Product Design,Aria Bonilla,Sales Engineer
125,2020-01-22T22:59:00,2020-01-22T23:26:00,22927.46, Aluminium and Wood, Prepare Production Plan,Rayna Jackson,Production Engineer
125,2020-01-23T15:30:00,2020-01-23T15:43:00,22927.46, Aluminium and Wood, Request Customer Info,Korbin Miranda,Sales Rep
